Date,Baringo_PCR_pos,Baringo_PCR_neg,Bomet_PCR_pos,Bomet_PCR_neg,Bungoma_PCR_pos,Bungoma_PCR_neg,Busia_PCR_pos,Busia_PCR_neg,Elgeyo-Marakwet_PCR_pos,Elgeyo-Marakwet_PCR_neg,Embu_PCR_pos,Embu_PCR_neg,Garissa_PCR_pos,Garissa_PCR_neg,Homa Bay_PCR_pos,Homa Bay_PCR_neg,Isiolo_PCR_pos,Isiolo_PCR_neg,Kajiado_PCR_pos,Kajiado_PCR_neg,Kakamega_PCR_pos,Kakamega_PCR_neg,Kericho_PCR_pos,Kericho_PCR_neg,Kiambu_PCR_pos,Kiambu_PCR_neg,Kilifi_PCR_pos,Kilifi_PCR_neg,Kirinyaga_PCR_pos,Kirinyaga_PCR_neg,Kisii_PCR_pos,Kisii_PCR_neg,Kisumu_PCR_pos,Kisumu_PCR_neg,Kitui_PCR_pos,Kitui_PCR_neg,Kwale_PCR_pos,Kwale_PCR_neg,Laikipia_PCR_pos,Laikipia_PCR_neg,Lamu_PCR_pos,Lamu_PCR_neg,Machakos_PCR_pos,Machakos_PCR_neg,Makueni_PCR_pos,Makueni_PCR_neg,Mandera_PCR_pos,Mandera_PCR_neg,Marsabit_PCR_pos,Marsabit_PCR_neg,Meru_PCR_pos,Meru_PCR_neg,Migori_PCR_pos,Migori_PCR_neg,Mombasa_PCR_pos,Mombasa_PCR_neg,Murang'a_PCR_pos,Murang'a_PCR_neg,Nairobi_PCR_pos,Nairobi_PCR_neg,Nakuru_PCR_pos,Nakuru_PCR_neg,Nandi_PCR_pos,Nandi_PCR_neg,Narok_PCR_pos,Narok_PCR_neg,Nyamira_PCR_pos,Nyamira_PCR_neg,Nyandarua_PCR_pos,Nyandarua_PCR_neg,Nyeri_PCR_pos,Nyeri_PCR_neg,Samburu_PCR_pos,Samburu_PCR_neg,Siaya_PCR_pos,Siaya_PCR_neg,Taita Taveta_PCR_pos,Taita Taveta_PCR_neg,Tana River_PCR_pos,Tana River_PCR_neg,Tharaka-Nithi_PCR_pos,Tharaka-Nithi_PCR_neg,Trans Nzoia_PCR_pos,Trans Nzoia_PCR_neg,Turkana_PCR_pos,Turkana_PCR_neg,Uasin Gishu_PCR_pos,Uasin Gishu_PCR_neg,Vihiga_PCR_pos,Vihiga_PCR_neg,Wajir_PCR_pos,Wajir_PCR_neg,West Pokot_PCR_pos,West Pokot_PCR_neg
2020-04-09,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,3,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,13,0,-17,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-10,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,5,0,-17,0,-17,0,-17,0,-17,0,27,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,35,0,-17,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-11,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,8,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,21,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,2,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-12,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,3,0,-17,0,-17,0,-17,0,-17,0,3,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,38,0,-17,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-13,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,4,-17,0,-17,0,-17,0,-17,7,29,0,-17,4,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-14,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,4,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,29,0,-17,4,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,1,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-15,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,3,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,5,25,0,-17,6,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-16,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,5,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,41,0,-17,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,2,0,-17,0,-17,0,-17,0,-17,0,5,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,9,90,0,-17,12,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,3,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-18,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,24,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,40,0,-17,9,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,2,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-19,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,1,-17,0,4,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,2,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,134,0,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-20,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,-17,0,13,0,-17,0,-17,0,-17,0,-17,0,4,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,9,44,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-21,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,4,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,2,-17,0,-17,0,-17,0,-17,7,107,0,-17,6,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-22,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,10,0,-17,0,-17,0,-17,0,-17,0,2,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,7,160,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-23,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,1,3,0,-17,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,7,97,0,-17,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-24,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,27,0,-17,0,-17,0,-17,0,-17,0,15,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,6,310,0,-17,11,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-25,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,27,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,356,0,-17,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-26,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,8,0,-17,0,-17,0,-17,0,-17,0,17,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,219,0,-17,6,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-27,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,79,0,-17,0,-17,0,-17,0,-17,1,10,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,111,0,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-28,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,39,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,6,76,0,-17,7,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-29,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,4,0,-17,0,-17,0,-17,0,-17,0,26,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,5,68,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-04-30,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,83,0,-17,0,-17,0,-17,1,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,5,105,0,-17,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-01,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,56,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,8,302,0,-17,3,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17
2020-05-02,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,86,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,1,110,0,-17,17,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-03,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,-17,0,-17,1,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,0,0,-17,9,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17
2020-05-04,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,14,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-05,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,46,0,-17,0,-17,0,-17,0,-17,2,40,0,-17,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,29,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,7,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,5,-17,0,-17
2020-05-06,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,45,0,-17,0,-17,0,-17,0,-17,0,71,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,9,217,0,-17,11,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,4,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-07,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,2,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,3,104,0,-17,18,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17
2020-05-08,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,263,0,-17,10,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-09,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,2,-17,0,-17,0,-17,1,-17,0,9,0,-17,0,-17,0,-17,0,-17,0,18,0,-17,0,0,1,-17,0,-17,0,-17,0,-17,0,-17,4,-17,20,470,0,-17,11,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,1,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-10,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,52,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,6,-17,0,-17,0,-17,0,-17,5,186,0,-17,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,13,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-11,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,9,-17,0,-17,0,-17,0,-17,0,8,0,-17,0,-17,0,-17,0,-17,0,12,0,-17,0,0,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,15,204,0,-17,5,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,5,0,2,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-05-12,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,1,-17,0,-17,1,-17,0,-17,0,-17,3,-17,8,254,0,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,4,-17,0,-17
2020-05-13,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17,0,33,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,10,211,0,-17,12,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,29,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-14,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,-17,0,-17,0,-17,0,-17,0,1,0,-17,0,-17,0,-17,0,-17,0,11,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,12,249,0,-17,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-05-15,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,2,-17,0,1,0,-17,0,-17,0,-17,0,-17,4,67,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,6,253,0,-17,11,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,70,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17
2020-05-16,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,1,-17,1,59,0,-17,0,-17,0,-17,0,-17,4,23,0,-17,0,0,0,-17,0,-17,4,-17,0,-17,0,-17,1,-17,5,149,0,-17,30,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,14,110,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-05-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17,0,86,0,-17,0,-17,0,-17,1,-17,11,119,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,102,0,-17,17,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,173,0,3,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-18,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,8,-17,0,-17,0,-17,3,-17,0,46,0,-17,0,-17,0,-17,0,-17,8,57,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,5,77,0,-17,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,5,130,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-19,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,7,-17,0,-17,0,-17,0,-17,1,56,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,3,-17,3,168,0,-17,21,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,8,51,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17
2020-05-20,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,1,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17,0,47,1,-17,1,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,1,-17,0,-17,0,-17,1,-17,0,-17,4,231,0,-17,24,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,7,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-05-21,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,3,-17,0,-17,0,-17,0,-17,0,3,0,-17,0,-17,0,-17,0,-17,12,73,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,3,0,-17,42,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,7,-17,6,87,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-22,0,-17,0,-17,0,-17,7,-17,0,-17,0,-17,0,-17,0,-17,0,-17,5,-17,0,-17,0,-17,1,-17,2,34,0,-17,0,-17,0,-17,0,-17,19,76,0,-17,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,24,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,3,54,0,0,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-23,0,-17,0,-17,0,-17,6,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,2,-17,0,13,0,-17,0,-17,3,-17,0,-17,0,24,0,-17,0,0,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,16,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,4,35,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-24,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,40,0,-17,0,-17,0,-17,0,-17,3,13,0,-17,0,1,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,8,121,0,-17,10,-17,1,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,47,0,7,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-25,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,6,-17,0,33,0,-17,0,-17,0,-17,0,-17,0,14,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,9,143,0,-17,53,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,15,0,12,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17,0,-17
2020-05-26,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,6,-17,0,-17,0,-17,6,-17,0,19,0,-17,0,-17,0,-17,3,-17,10,34,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,12,73,0,-17,25,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,16,0,29,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17
2020-05-27,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,1,-17,0,-17,0,-17,3,-17,0,-17,0,-17,3,-17,1,15,0,-17,0,-17,2,-17,0,-17,0,33,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,47,104,0,-17,87,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,26,0,2,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-05-28,0,-17,0,-17,0,-17,3,-17,0,-17,1,-17,0,-17,1,-17,0,-17,1,-17,0,-17,0,-17,3,-17,0,38,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,1,-17,1,-17,0,-17,0,-17,0,-17,0,-17,14,219,1,-17,93,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,4,37,0,0,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,0,-17
2020-05-29,0,-17,0,-17,0,-17,16,-17,0,-17,0,-17,0,-17,0,-17,1,-17,5,-17,0,-17,0,-17,3,-17,0,33,0,-17,0,-17,0,-17,0,-17,0,0,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,15,198,0,-17,78,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,22,0,0,0,-17,0,-17,0,-17,7,-17,0,-17,0,-17,0,-17
2020-05-30,0,-17,0,-17,0,-17,3,-17,0,-17,0,-17,1,-17,0,-17,1,-17,1,-17,0,-17,1,-17,5,-17,1,38,0,-17,1,-17,0,-17,0,-17,0,1,0,-17,0,0,0,-17,1,-17,0,-17,0,-17,0,-17,3,-17,26,161,0,-17,89,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,58,0,0,0,-17,0,-17,0,-17,10,-17,0,-17,0,-17,0,-17
2020-05-31,0,-17,0,-17,0,-17,6,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,2,-17,1,6,0,-17,0,-17,0,-17,0,-17,10,59,1,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,22,105,0,-17,37,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,1,6,0,0,0,-17,0,-17,0,-17,1,-17,0,-17,0,-17,0,-17
2020-06-01,0,-17,0,-17,0,-17,4,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,-17,0,-17,0,-17,0,-17,4,27,0,-17,0,-17,0,-17,0,-17,4,36,0,-17,0,0,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,16,180,0,-17,35,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,0,-17,2,53,0,2,0,-17,0,-17,6,-17,0,-17,0,-17,0,-17,0,-17
