iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
KEN,Africa,Kenya,28/10/2020,51851,1018,815.286,934,0,10.857,964.288,18.932,15.162,17.37,0,0.202,1.31,,,,,,,,,,,,,5723,0.106,0.142,7,samples tested,,,,,,,,,,68.52,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,29/10/2020,52612,761,771.429,964,30,13.429,978.44,14.153,14.346,17.928,0.558,0.25,1.29,,,,,,,,,,677601,12.602,,5339,0.099,0.144,6.9,samples tested,,,,,,,,,,68.52,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,30/10/2020,53797,1185,850.571,981,17,13.857,1000.478,22.038,15.818,18.244,0.316,0.258,1.29,,,,,,,,,,,,,5426,0.101,0.157,6.4,samples tested,,,,,,,,,,68.52,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,31/10/2020,55192,1395,914.571,981,0,12.143,1026.421,25.943,17.009,18.244,0,0.226,1.27,,,,,,,,,,,,,5411,0.101,0.169,5.9,samples tested,,,,,,,,,,68.52,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,01/11/2020,55877,685,879.429,1013,32,15.857,1039.16,12.739,16.355,18.839,0.595,0.295,1.24,,,,,,,,,,,,,5679,0.106,0.155,6.5,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,02/11/2020,56601,724,943.429,1027,14,15.286,1052.625,13.464,17.545,19.099,0.26,0.284,1.23,,,,,,,,,,704605,13.104,,5947,0.111,0.159,6.3,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,03/11/2020,57093,492,894.286,1039,12,15,1061.775,9.15,16.631,19.323,0.223,0.279,1.2,,,,,,,,,3728,708333,13.173,0.069,5783,0.108,0.155,6.5,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,04/11/2020,58587,1494,962.286,1051,12,16.714,1089.559,27.784,17.896,19.546,0.223,0.311,1.19,,,,,,,,,,,,,6149,0.114,0.156,6.4,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,05/11/2020,59595,1008,997.571,1072,21,15.429,1108.305,18.746,18.552,19.936,0.391,0.287,1.17,,,,,,,,,,723210,13.45,,6516,0.121,0.153,6.5,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,06/11/2020,60704,1109,986.714,1093,21,16,1128.929,20.624,18.35,20.327,0.391,0.298,1.15,,,,,,,,,7153,730363,13.583,0.133,6573,0.122,0.15,6.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,07/11/2020,61769,1065,939.571,1103,10,17.429,1148.735,19.806,17.473,20.513,0.186,0.324,1.14,,,,,,,,,,,,,6451,0.12,0.146,6.9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08/11/2020,62488,719,944.429,1111,8,14,1162.107,13.371,17.564,20.662,0.149,0.26,1.13,,,,,,,,,,,,,6330,0.118,0.149,6.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09/11/2020,63244,756,949,1130,19,14.714,1176.166,14.06,17.649,21.015,0.353,0.274,1.14,,,,,,,,,,,,,6208,0.115,0.153,6.5,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,10/11/2020,64588,1344,1070.714,1154,24,16.429,1201.161,24.995,19.912,21.461,0.446,0.306,1.13,,,,,,,,,,753959,14.022,,6518,0.121,0.164,6.1,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,11/11/2020,65804,1216,1031,1180,26,18.429,1223.776,22.614,19.174,21.945,0.484,0.343,1.1,,,,,,,,,,,,,6386,0.119,0.161,6.2,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,12/11/2020,66723,919,1018.286,1203,23,18.714,1240.866,17.091,18.937,22.373,0.428,0.348,1.08,,,,,,,,,,,,,6253,0.116,0.163,6.1,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,13/11/2020,68193,1470,1069.857,1228,25,19.286,1268.204,27.338,19.896,22.837,0.465,0.359,1.07,,,,,,,,,,,,,6161,0.115,0.174,5.8,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,14/11/2020,69273,1080,1072,1228,0,17.857,1288.289,20.085,19.936,22.837,0,0.332,1.05,,,,,,,,,,,,,6249,0.116,0.172,5.8,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,15/11/2020,70245,972,1108.143,1269,41,22.571,1306.366,18.077,20.608,23.6,0.762,0.42,1.04,,,,,,,,,,,,,6336,0.118,0.175,5.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,16/11/2020,70804,559,1080,1287,18,22.429,1316.762,10.396,20.085,23.935,0.335,0.417,1.03,,,,,,,,,,793026,14.748,,6424,0.119,0.168,5.9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,17/11/2020,71729,925,1020.143,1302,15,21.143,1333.964,17.202,18.972,24.214,0.279,0.393,1.02,,,,,,,,,,,,,6311,0.117,0.162,6.2,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,18/11/2020,72686,957,983.143,1313,11,19,1351.762,17.798,18.284,24.418,0.205,0.353,1.01,,,,,,,,,,,,,6112,0.114,0.161,6.2,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,19/11/2020,74145,1459,1060.286,1330,17,18.143,1378.895,27.133,19.718,24.734,0.316,0.337,1,,,,,,,,,,,,,5912,0.11,0.179,5.6,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,20/11/2020,75193,1048,1000,1349,19,17.286,1398.385,19.49,18.597,25.088,0.353,0.321,0.98,,,,,,,,,,,,,5712,0.106,0.175,5.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,21/11/2020,76404,1211,1018.714,1366,17,19.714,1420.907,22.521,18.945,25.404,0.316,0.367,0.97,,,,,,,,,,,,,5512,0.103,0.185,5.4,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,22/11/2020,77372,968,1018.143,1380,14,15.857,1438.909,18.002,18.935,25.664,0.26,0.295,0.96,,,,,,,,,,823700,15.319,,5312,0.099,0.192,5.2,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,23/11/2020,77785,413,997.286,1392,12,15,1446.59,7.681,18.547,25.887,0.223,0.279,0.94,,,,,,,,,19403,843103,15.679,0.361,7154,0.133,0.139,7.2,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,24/11/2020,78512,727,969,1409,17,15.286,1460.11,13.52,18.021,26.204,0.316,0.284,0.93,,,,,,,,,,,,,7443,0.138,0.13,7.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,25/11/2020,79322,810,948,1417,8,14.857,1475.174,15.064,17.63,26.352,0.149,0.276,0.92,,,,,,,,,,,,,7733,0.144,0.123,8.2,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,26/11/2020,80102,780,851,1427,10,13.857,1489.679,14.506,15.826,26.538,0.186,0.258,0.92,,,,,,,,,,,,,8022,0.149,0.106,9.4,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,27/11/2020,81656,1554,923.286,1441,14,13.143,1518.58,28.9,17.171,26.799,0.26,0.244,0.92,,,,,,,,,,,,,8312,0.155,0.111,9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,28/11/2020,82605,949,885.857,1445,4,11.286,1536.228,17.649,16.475,26.873,0.074,0.21,0.91,,,,,,,,,,,,,8601,0.16,0.103,9.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,29/11/2020,83316,711,849.143,1452,7,10.286,1549.451,13.223,15.792,27.003,0.13,0.191,0.9,,,,,,,,,,885933,16.476,,8890,0.165,0.096,10.5,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,30/11/2020,83618,302,833.286,1469,17,11,1555.067,5.616,15.497,27.319,0.316,0.205,0.89,,,,,,,,,,,,,6938,0.129,0.12,8.3,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,01/12/2020,84169,551,808.143,1474,5,9.286,1565.315,10.247,15.029,27.412,0.093,0.173,0.88,,,,,,,,,,,,,6737,0.125,0.12,8.3,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,02/12/2020,85130,961,829.714,1484,10,9.571,1583.187,17.872,15.43,27.598,0.186,0.178,0.87,,,,,,,,,,,,,6536,0.122,0.127,7.9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,03/12/2020,86383,1253,897.286,1500,16,10.429,1606.489,23.302,16.687,27.896,0.298,0.194,0.86,,,,,,,,,,,,,6335,0.118,0.142,7.1,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,04/12/2020,87249,866,799,1506,6,9.286,1622.594,16.105,14.859,28.008,0.112,0.173,0.84,,,,,,,,,,,,,6135,0.114,0.13,7.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,05/12/2020,87984,735,768.429,1518,12,10.429,1636.263,13.669,14.291,28.231,0.223,0.194,0.82,,,,,,,,,,,,,5934,0.11,0.129,7.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,06/12/2020,88380,396,723.429,1526,8,10.571,1643.628,7.365,13.454,28.379,0.149,0.197,0.8,,,,,,,,,,,,,5733,0.107,0.126,7.9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,07/12/2020,88579,199,708.714,1531,5,8.857,1647.329,3.701,13.18,28.472,0.093,0.165,0.79,,,,,,,,,,931799,17.329,,5733,0.107,0.124,8.1,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08/12/2020,89100,521,704.429,1545,14,10.143,1657.018,9.689,13.1,28.733,0.26,0.189,0.77,,,,,,,,,7137,938936,17.462,0.133,5934,0.11,0.119,8.4,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09/12/2020,89661,561,647.286,1552,7,9.714,1667.451,10.433,12.038,28.863,0.13,0.181,0.76,,,,,,,,,,,,,5945,0.111,0.109,9.2,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,10/12/2020,90305,644,560.286,1568,16,9.714,1679.428,11.977,10.42,29.161,0.298,0.181,0.76,,,,,,,,,,,,,5956,0.111,0.094,10.6,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,11/12/2020,90978,673,532.714,1582,14,10.857,1691.943,12.516,9.907,29.421,0.26,0.202,0.75,,,,,,,,,,,,,5967,0.111,0.089,11.2,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,12/12/2020,91526,548,506,1586,4,9.714,1702.135,10.191,9.41,29.495,0.074,0.181,0.75,,,,,,,,,,,,,5978,0.111,0.085,11.8,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,13/12/2020,91892,366,501.714,1587,1,8.714,1708.941,6.807,9.331,29.514,0.019,0.162,0.74,,,,,,,,,,,,,5990,0.111,0.084,11.9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,14/12/2020,92055,163,496.571,1593,6,8.857,1711.973,3.031,9.235,29.625,0.112,0.165,0.73,,,,,,,,,,973805,18.11,,6001,0.112,0.083,12.1,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,15/12/2020,92459,404,479.857,1604,11,8.429,1719.486,7.513,8.924,29.83,0.205,0.157,0.72,,,,,,,,,,,,,5487,0.102,0.087,11.4,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,16/12/2020,92853,394,456,1614,10,8.857,1726.813,7.327,8.48,30.016,0.186,0.165,0.71,,,,,,,,,,,,,5163,0.096,0.088,11.3,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,17/12/2020,93405,552,442.857,1618,4,7.143,1737.079,10.266,8.236,30.09,0.074,0.133,0.7,,,,,,,,,,984435,18.308,,4839,0.09,0.092,10.9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,18/12/2020,93761,356,397.571,1629,11,6.714,1743.7,6.621,7.394,30.295,0.205,0.125,0.69,,,,,,,,,,,,,4917,0.091,0.081,12.4,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,19/12/2020,94151,390,375,1633,4,6.714,1750.953,7.253,6.974,30.369,0.074,0.125,0.69,,,,,,,,,,,,,4994,0.093,0.075,13.3,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,20/12/2020,94500,349,372.571,1639,6,7.429,1757.443,6.49,6.929,30.481,0.112,0.138,0.69,,,,,,,,,,1003493,18.662,,5071,0.094,0.073,13.6,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,21/12/2020,94614,114,365.571,1644,5,7.286,1759.563,2.12,6.799,30.574,0.093,0.135,0.67,,,,,,,,,,,,,4787,0.089,0.076,13.1,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,22/12/2020,94768,154,329.857,1647,3,6.143,1762.427,2.864,6.134,30.63,0.056,0.114,0.66,,,,,,,,,,,,,4826,0.09,0.068,14.6,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,23/12/2020,95195,427,334.571,1648,1,4.857,1770.368,7.941,6.222,30.648,0.019,0.09,0.65,,,,,,,,,,,,,4865,0.09,0.069,14.5,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,24/12/2020,95431,236,289.429,1652,4,4.857,1774.757,4.389,5.383,30.723,0.074,0.09,0.63,,,,,,,,,,,,,4905,0.091,0.059,16.9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,25/12/2020,95713,282,278.857,1653,1,3.429,1780.002,5.244,5.186,30.741,0.019,0.064,0.62,,,,,,,,,,,,,4543,0.084,0.061,16.3,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,26/12/2020,95843,130,241.714,1655,2,3.143,1782.419,2.418,4.495,30.779,0.037,0.058,0.62,,,,,,,,,,,,,4181,0.078,0.058,17.3,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,27/12/2020,95923,80,203.286,1658,3,2.714,1783.907,1.488,3.781,30.834,0.056,0.05,0.62,,,,,,,,,,,,,3819,0.071,0.053,18.8,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,28/12/2020,95992,69,196.857,1664,6,2.857,1785.19,1.283,3.661,30.946,0.112,0.053,0.63,,,,,,,,,,,,,3819,0.071,0.052,19.4,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,29/12/2020,96139,147,195.857,1665,1,2.571,1787.924,2.734,3.642,30.964,0.019,0.048,0.64,,,,,,,,,,,,,3819,0.071,0.051,19.5,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,30/12/2020,96251,112,150.857,1667,2,2.714,1790.007,2.083,2.806,31.002,0.037,0.05,0.65,,,,,,,,,,1041679,19.372,,3819,0.071,0.04,25.3,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,31/12/2020,96458,207,146.714,1670,3,2.571,1793.857,3.85,2.728,31.057,0.056,0.048,0.68,,,,,,,,,,,,,3774,0.07,0.039,25.7,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,01/01/2021,96614,156,128.714,1681,11,4,1796.758,2.901,2.394,31.262,0.205,0.074,0.7,,,,,,,,,,,,,3728,0.069,0.035,29,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,02/01/2021,96678,64,119.286,1685,4,4.286,1797.948,1.19,2.218,31.336,0.074,0.08,0.74,,,,,,,,,,,,,3683,0.068,0.032,30.9,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,03/01/2021,96802,124,125.571,1685,0,3.857,1800.254,2.306,2.335,31.336,0,0.072,0.79,,,,,,,,,,1055691,19.633,,3638,0.068,0.035,29,samples tested,,,,,,,,,,62.96,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,04/01/2021,96908,106,130.857,1686,1,3.143,1802.225,1.971,2.434,31.355,0.019,0.058,0.84,,,,,,,,,,,,,3786,0.07,0.035,28.9,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,05/01/2021,97127,219,141.143,1690,4,3.571,1806.298,4.073,2.625,31.429,0.074,0.066,0.89,,,,,,,,,,,,,3934,0.073,0.036,27.9,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,06/01/2021,97398,271,163.857,1694,4,3.857,1811.338,5.04,3.047,31.504,0.074,0.072,0.91,,,,,,,,,,1070249,19.904,,4081,0.076,0.04,24.9,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,07/01/2021,97733,335,182.143,1702,8,4.571,1817.568,6.23,3.387,31.653,0.149,0.085,0.91,,,,,,,,,,,,,4166,0.077,0.044,22.9,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,08/01/2021,97954,221,191.429,1703,1,3.143,1821.678,4.11,3.56,31.671,0.019,0.058,0.89,,,,,,,,,,,,,4251,0.079,0.045,22.2,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,09/01/2021,98184,230,215.143,1704,1,2.714,1825.955,4.277,4.001,31.69,0.019,0.05,0.87,,,,,,,,,,,,,4336,0.081,0.05,20.2,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,10/01/2021,98271,87,209.857,1710,6,3.571,1827.573,1.618,3.903,31.801,0.112,0.066,0.85,,,,,,,,,,,,,4421,0.082,0.047,21.1,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,11/01/2021,98334,63,203.714,1713,3,3.857,1828.745,1.172,3.789,31.857,0.056,0.072,0.83,,,,,,,,,,,,,4313,0.08,0.047,21.2,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,12/01/2021,98432,98,186.429,1716,3,3.714,1830.568,1.823,3.467,31.913,0.056,0.069,0.82,,,,,,,,,,,,,4205,0.078,0.044,22.6,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
KEN,Africa,Kenya,13/01/2021,98555,123,165.286,1720,4,3.714,1832.855,2.287,3.074,31.987,0.074,0.069,0.82,,,,,,,,,,,,,4097,0.076,0.04,24.8,samples tested,,,,,,,,,,59.26,53771300,87.324,20,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601
